Label	x	y	claim	perspective	opposite_perspective
0	0	0	School Day Should Be Extended	Not enough fundng...	 enough fundng...
0	0	0	Raise The School Leaving Age To 18	Not all skills are best learnt in a classroom environment.	 all skills are best learnt in a classroom environment.
0	0	0	Raise The School Leaving Age To 18	The classroom environment is not ideal for all lessons.	The classroom environment is ideal for all lessons.
0	0	0	Raise The School Leaving Age To 18	Not everyone is good at studying	 everyone is good at studying
0	0	0	Raise The School Leaving Age To 18	We shouldn't force people to study if they aren't good at it and choose not to.	We should force people to study if they aren't good at it and choose not to.
0	0	0	Raise The School Leaving Age To 18	not everyone is good academically	 everyone is good academically
0	0	0	Raise The School Leaving Age To 18	some people are not good at studying	some people are good at studying
0	0	0	Make all museums free of charge	We should not expect the state to fund museums	We should expect the state to fund museums
1	0	0	Chess must be at the Olympics	Chess is currently not an Olympic sport, but it should be.	Chess is currently an Olympic sport, but it should be.
0	0	0	Chess must be at the Olympics	Chess cannot ensure fair play	Chess can ensure fair play
1	0	0	The Catholic Church needs reform	It currently promotes loyalty to the institution not the laity	It currently promotes loyalty to the institution the laity
1	0	0	The Catholic Church needs reform	Currently the Catholic Chuch focuses on loyalty to the church itself, not those they serve.	Currently the Catholic Chuch focuses on loyalty to the church itself, those they serve.
1	0	0	The Catholic Church needs reform	The Catholic Church wants loyalty to institution, not to the common man.	The Catholic Church wants loyalty to institution, to the common man.
1	0	0	The Catholic Church needs reform	If priests were not forced to be celibate, the issue of child rate would not be as widespread.	If priests were forced to be celibate, the issue of child rate would not be as widespread.
0	0	0	Positive Discrimination Towards Women in Society Is Justified	Positive discrimination towards women should not be allowed	Positive discrimination towards women should be allowed
0	0	0	Positive Discrimination Towards Women in Society Is Justified	It is Men, Not Women, who are Disadvantaged in our Society	It is Men, Women, who are Disadvantaged in our Society
0	0	0	Positive Discrimination Towards Women in Society Is Justified	It does not address the underlying issues	It does address the underlying issues
0	0	0	 College education is worth it	Some argue that a college education may not be necessary, since there are many people who have succeeded despite not having college degrees. 	Some argue that a college education may be necessary, since there are many people who have succeeded despite not having college degrees.
0	0	0	 College education is worth it	The question of whether or not a college education is necessary for success is one that is debated, as many successful people are not college educated.	The question of whether or a college education is necessary for success is one that is debated, as many successful people are not college educated.
0	0	0	 College education is worth it	Many college graduates are employed in jobs that do not require college degrees.	Many college graduates are employed in jobs that do require college degrees.
0	0	0	 College education is worth it	Many people with college degrees find themselves working in positions in which their degrees are not a requirement. 	Many people with college degrees find themselves working in positions in which their degrees are a requirement.
0	0	0	 College education is worth it	More and more college educated people are accepting jobs for which they do not need a college education. 	More and more college educated people are accepting jobs for which they do need a college education.
0	0	0	 College education is worth it	College degrees do not guarantee learning or job preparation.	College degrees do guarantee learning or job preparation.
0	0	0	 College education is worth it	Acquiring a degree does not guarantee you a job.	Acquiring a degree does guarantee you a job.
1	0	0	College football should replace the bowl championship series (BCS)	A playoff system would not mean the end of the BCS rankings, which could still be used to determine the top 4, 8, 12, or 16 teams, depending on how many playoff games are feasible.	A playoff system would mean the end of the BCS rankings, which could still be used to determine the top 4, 8, 12, or 16 teams, depending on how many playoff games are feasible.
1	0	0	Pensions should be privatised	Government pension schemes are not a viable or sustainable option.	Government pension schemes are a viable or sustainable option.
0	0	0	Pensions should be privatised	senior citizens should not and cannot be exposed to such naked risk on moral grounds	senior citizens should and cannot be exposed to such naked risk on moral grounds
1	0	0	The use of animals as objects of sport and entertainment should be banned.	Blood sports cannot be justified by reference to their role in pest control or conservation	Blood sports can be justified by reference to their role in pest control or conservation
1	0	0	The use of animals as objects of sport and entertainment should be banned.	Blood sports are not justified by their role in pest control or conservation.	Blood sports are justified by their role in pest control or conservation.
1	0	0	The use of animals as objects of sport and entertainment should be banned.	The need for pest control or conservation does not justify blood sports. 	The need for pest control or conservation does justify blood sports.
1	0	0	The use of animals as objects of sport and entertainment should be banned.	Pest control or conservation arguments does not rationalize our use of animals as objects in blood sports.	Pest control or conservation arguments does rationalize our use of animals as objects in blood sports.
1	0	0	The use of animals as objects of sport and entertainment should be banned.	The use of animals as objects in blood sports cannot be justified by the week argument that it provides benefit through pest control or conservation.	The use of animals as objects in blood sports can be justified by the week argument that it provides benefit through pest control or conservation.
1	0	0	The use of animals as objects of sport and entertainment should be banned.	Animals are not percieved as part of the moral community when they are treated as property.	Animals are percieved as part of the moral community when they are treated as property.
1	0	0	The use of animals as objects of sport and entertainment should be banned.	Animals should not be treated as objects or property as doing so allows them to be treated amorally.	Animals should be treated as objects or property as doing so allows them to be treated amorally.
1	0	0	The use of animals as objects of sport and entertainment should be banned.	It is not possible to harmlessly have animals as entertainment	It is possible to harmlessly have animals as entertainment
1	0	0	The use of animals as objects of sport and entertainment should be banned.	It is not moral to hurt animals for entertainment	It is moral to hurt animals for entertainment
1	0	0	Puerto Rico should seek American statehood	English is not a problem for Puerto Rican statehood	English is a problem for Puerto Rican statehood
0	0	0	Puerto Rico should seek American statehood	Puerto Rican statehood is not economical for the US	Puerto Rican statehood is economical for the US
0	0	0	Puerto Rico should seek American statehood	Puerto Rican statehood will not benefit the US economically.	Puerto Rican statehood will benefit the US economically.
0	0	0	Puerto Rico should seek American statehood	Making Puerto Rico a state is not a good economic decision for the US. 	Making Puerto Rico a state is a good economic decision for the US.
0	0	0	Puerto Rico should seek American statehood	It would be better for the US if Puerto Rico does not become a state. 	It would be better for the US if Puerto Rico does become a state.
0	0	0	There is a good case for stating that there is a God	People think that a benevolent God cannot exist because bad things happen...	People think that a benevolent God can exist because bad things happen...
0	0	0	The law on self defence should cover ‘grossly disproportionate’ actions	We should not allow state sponsored revenge	We should allow state sponsored revenge
0	0	0	Animal testing should be banned.	Animals do not have rights, therefore it is acceptable to experiment on them.	Animals do have rights, therefore it is acceptable to experiment on them.
0	0	0	Animal testing should be banned.	Animals don't have rights.	Animals do have rights.
1	0	0	Animal testing should be banned.	Animals shouldn't be put through harmful situations.	Animals should be put through harmful situations.
1	0	0	Animal testing should be banned.	Drugs that pass animal tests are not necessarily safe.	Drugs that pass animal tests are necessarily safe.
1	0	0	Animal testing should be banned.	Animal tests do not reliably predict results in human beings.	Animal tests do reliably predict results in human beings.
1	0	0	Animal testing should be banned.	Religious traditions tell us to be merciful to animals, so we should not cause them suffering by experimenting on them.	Religious traditions tell us to be merciful to animals, so we should cause them suffering by experimenting on them.
1	0	0	Animal testing should be banned.	95% of animals used in experiments are not protected by the Animal Welfare Act.	95% of animals used in experiments are protected by the Animal Welfare Act.
1	0	0	Animal testing should be banned.	animal experiments are not always accurate	animal experiments are always accurate
0	0	0	Instant Replay Should Be Used in Major League Baseball	video cannot catch all plays at a game	video can catch all plays at a game
1	0	0	Instant Replay Should Be Used in Major League Baseball	It’s not possible to get every call right, so instant replay is a necessary supplement to umpires’ skill	It’s possible to get every call right, so instant replay is a necessary supplement to umpires’ skill
0	0	0	Instant Replay Should Be Used in Major League Baseball	Tradition demands that this instant replay not be used	Tradition demands that this instant replay be used
0	0	0	Instant Replay Should Be Used in Major League Baseball	Instant replay is not beneficial to the game	Instant replay is beneficial to the game
0	0	0	Instant Replay Should Be Used in Major League Baseball	Instant replay should not be used during baseball games	Instant replay should be used during baseball games
0	0	0	Kill One to Save Many	We cannot make any judgments about whose life is valuable and whose is not	We can make any judgments about whose life is valuable and whose is not
0	0	0	Kill One to Save Many	We do not want a society in which killing can be acceptable	We do want a society in which killing can be acceptable
0	0	0	It is fine to kill one to save many	We should not will a world where killing is acceptable in to existencele in to existence	We should will a world where killing is acceptable in to existencele in to existence
0	0	0	It is fine to kill one to save many	We cannot support a world where killing is acceptable as long as it saves lives.	We can support a world where killing is acceptable as long as it saves lives.
1	0	0	Attorney-client privilege should be abolished	Attorney client privilege need not be sacrosanct in all situations	Attorney client privilege need be sacrosanct in all situations
1	0	0	Companies should provide alternative interview methods	Can't get a realistic impression of a person in such a short space of time.	Can't get a realistic impression of a person in such a short space of time can get a realistic impression of a person in such a short space of time.
0	0	0	Sanctions should be used to promote democracy	Sanctions do not harm the right people.	Sanctions do harm the right people.
0	0	0	We have to employ mercenaries	PMCs can not be trusted.	PMCs can be trusted.
1	0	0	We have to employ mercenaries	there are some services that you cannot get without PMC's	there are some services that you can get without PMC's
0	0	0	Transparency is necessary for security	Putting all your information out there is not safe.	Putting all your information out there is safe.
0	0	0	Animals should be kept in zoos	Animal research may be valuable, but it does not need to happen in the context of confinement and human entertainment.	Animal research may be valuable, but it does need to happen in the context of confinement and human entertainment.
0	0	0	Animals should be kept in zoos	Wild Animals Are Not Domesticated	Wild Animals Are Domesticated
1	0	0	PHILOSOPHY – Utilitarianism isn’t as fair as it initially seems	INDIVIDUAL HEDONISM NOT ALWAYS POSITIVE FOR SOCIETY/INDIVIDUALS THEMSELVES.	INDIVIDUAL HEDONISM ALWAYS POSITIVE FOR SOCIETY/INDIVIDUALS THEMSELVES.
1	0	0	Parents should have the right to do background checks on those looking after their children	Children should not be exposed to sex, violence, drug use, or other inappropriate topics in school or public libraries.	Children should be exposed to sex, violence, drug use, or other inappropriate topics in school or public libraries.
1	0	0	Parents should have the right to do background checks on those looking after their children	Children should not be exposed to inappropriate topics like sex, violence, or drug use in school or public libraries.	Children should be exposed to inappropriate topics like sex, violence, or drug use in school or public libraries.
1	0	0	Parents should have the right to do background checks on those looking after their children	School and public libraries should not expose children to sex, violence, drug use, or other inappropriate topics. 	School and public libraries should expose children to sex, violence, drug use, or other inappropriate topics.
1	0	0	Privacy Online is Important	Users online would be unprotected from exploitation if it weren't for online privacy.	Users online would be unprotected from exploitation if it were for online privacy.
1	0	0	Encourage fewer people to go to university	Some argue that a college education may not be necessary, since there are many people who have succeeded despite not having college degrees. 	Some argue that a college education may be necessary, since there are many people who have succeeded despite not having college degrees.
1	0	0	Encourage fewer people to go to university	The question of whether or not a college education is necessary for success is one that is debated, as many successful people are not college educated.	The question of whether or a college education is necessary for success is one that is debated, as many successful people are not college educated.
1	0	0	Encourage fewer people to go to university	Many college graduates are employed in jobs that do not require college degrees.	Many college graduates are employed in jobs that do require college degrees.
1	0	0	Encourage fewer people to go to university	Many people with college degrees find themselves working in positions in which their degrees are not a requirement. 	Many people with college degrees find themselves working in positions in which their degrees are a requirement.
1	0	0	Encourage fewer people to go to university	More and more college educated people are accepting jobs for which they do not need a college education. 	More and more college educated people are accepting jobs for which they do need a college education.
1	0	0	Encourage fewer people to go to university	College degrees do not guarantee learning or job preparation.	College degrees do guarantee learning or job preparation.
1	0	0	Encourage fewer people to go to university	Acquiring a degree does not guarantee you a job.	Acquiring a degree does guarantee you a job.
0	0	0	We must enforce term limits on the legislative branch of government	By imposing mandatory term limits on politicians, we are saying the citizens are not capable of making good decisions about their elected officials.	By imposing mandatory term limits on politicians, we are saying the citizens are capable of making good decisions about their elected officials.
0	0	0	We must enforce term limits on the legislative branch of government	Term limits are undemocratic and suggest, falsely, that voters cannot make intelligent decisions about their leaders on their own.	Term limits are undemocratic and suggest, falsely, that voters can make intelligent decisions about their leaders on their own.
0	0	0	We must enforce term limits on the legislative branch of government	By having term limits, it makes voters feel that they can't decide on a leader by themselves	By having term limits, it makes voters feel that can decide on a leader by themselves
0	0	0	We must enforce term limits on the legislative branch of government	With term limits, voters are not seen as intelligent voters	With term limits, voters are seen as intelligent voters
0	0	0	We must enforce term limits on the legislative branch of government	Term limits are undemocratic and suggest, falsely, that voters cannot make intelligent decisions about their representatives without guidance:	Term limits are undemocratic and suggest, falsely, that voters can make intelligent decisions about their representatives without guidance:
0	0	0	We must enforce term limits on the legislative branch of government	When some leaders are subject to term limits and some are not, the balance of power in uneven.	When some leaders are subject to term limits and some are , the balance of power in uneven.
0	0	0	We must enforce term limits on the legislative branch of government	With term limits, there is too much power given to those that aren't leaders	With term limits, there is too much power given to those that are leaders
0	0	0	We must enforce term limits on the legislative branch of government	In some instances it may be better to not have term limits if there is a good leader at the time	In some instances it may be better to have term limits if there is a good leader at the time
0	0	0	All our actions are determined in some way	This implies falsely that man operates on pure instinct from which he cannot vary, placing him on the level of animals.	This implies falsely that man operates on pure instinct from which he can vary, placing him on the level of animals.
0	0	0	We should make new years resolutions	We shouldn't just do something because it is New Year.	We should just do something because it is New Year.
0	0	0	People should have a right to private education	Private schools aren't diverse	Private schools are diverse
0	0	0	People should have a right to private education	Private schools don't have unique demographics	Private schools do have unique demographics
0	0	0	People should have a right to private education	Private schools aren't necessarily good for the child.	Private schools are necessarily good for the child.
0	0	0	People should have a right to private education	what is the best for the child is not always the private education	what is the best for the child is always the private education
1	0	0	People should have a right to private education	Abolishing a good service on the basis that some cannot afford it is absurd	Abolishing a good service on the basis that some can afford it is absurd
1	0	0	People should have a right to private education	The goverment can't afford to take on more school children	The can afford to take on more school children
1	0	0	Abolish the Superdelegate System for Democratic Party Conventions	It is not democratic for some votes to be worth more than others.	It is democratic for some votes to be worth more than others.
1	0	0	Handguns must be banned in Washington D.C.	Individuals Should Not Have the Right to Bear Arms in DC	Individuals Should Have the Right to Bear Arms in DC
1	0	0	Handguns must be banned in Washington D.C.	DC is unique and individuals should not have the right to bear arms.	DC is unique and individuals should have the right to bear arms.
1	0	0	Handguns must be banned in Washington D.C.	Concealed carry application requirements and background checks do not prevent dangerous people from acquiring weapons.	Concealed carry application requirements and background checks do prevent dangerous people from acquiring weapons.
1	0	0	Handguns must be banned in Washington D.C.	Individuals who should not own weapons are not prevented from purchasing them despite the requirements and background investigations of concealed carry applications	Individuals who should own weapons are not prevented from purchasing them despite the requirements and background investigations of concealed carry applications
1	0	0	Handguns must be banned in Washington D.C.	The conditions for concealed carry permits and background checks do not inhibit criminals from obtaining weapons	The conditions for concealed carry permits and background checks do inhibit criminals from obtaining weapons
1	0	0	Handguns must be banned in Washington D.C.	Public safety should be left to professionally qualified police officers, not private citizens with little or no expert training.	Public safety should be left to professionally qualified police officers, private citizens with little or no expert training.
1	0	0	Handguns must be banned in Washington D.C.	Only police officers, who have received professional qualifications, should protect the safety of the public, not private individuals who have not received such training	Only police officers, who have received professional qualifications, should protect the safety of the public, private individuals who have not received such training
0	0	0	It is worth voting	My vote does not count	My vote does count
0	0	0	It is worth voting	My vote is not helpful.	My vote is helpful.
0	0	0	It is worth voting	When I vote, I don't feel like the vote I have is important.	When I vote, I do feel like the vote I have is important.
0	0	0	It is worth voting	Politicians will not pay any attention to our votes.	Politicians will pay any attention to our votes.
0	0	0	It is worth voting	Our votes will not be acknowledged by our representatives.	Our votes will be acknowledged by our representatives.
0	0	0	It is worth voting	Politicians don't care about engaging with me about issues that matter for me.	Politicians do care about engaging with me about issues that matter for me.
1	0	0	It is worth voting	We vote not just for ourselves.	We vote just for ourselves.
1	0	0	It is worth voting	When we vote, its not just for ourselves.	When we vote, its just for ourselves.
0	0	0	The Internet must be censored	Internet Content must not be Censored because we are a country of free speech!	Internet Content must be Censored because we are a country of free speech!
0	0	0	The Internet must be censored	The Internet is a free domain and cannot becontrolled by the government.	The Internet is a free domain and can becontrolled by the government.
0	0	0	The Internet must be censored	The government has no control over free domain and therefore cannot censor the internet.	The government has no control over free domain and therefore can censor the internet.
1	0	0	Christianity is the greatest deception of today	"Christianity may be a deception but it's not the ""greatest"" one"	"Christianity may be a deception but it's the ""greatest"" one"
0	0	0	Christianity is the greatest deception of today	It isn't christianity that's the deception, organised religion is!	It is christianity that's the deception, organised religion is!
0	0	0	Christianity is the greatest deception of today	Christianity is not a deception!	Christianity is a deception!
0	0	0	Christianity is the greatest deception of today	Christianity is not a lie!	Christianity is a lie!
0	0	0	Christianity is the greatest deception of today	Christianity is not dishonest!	Christianity is dishonest!
0	0	0	Democracy Is the Best Form of Government	Electorate is not motivated	Electorate is motivated
0	0	0	Force think tanks to reveal all of their sources of funding	Think tanks should be able to choose not to know who funds them	Think tanks should be able to choose to know who funds them
0	0	0	Force think tanks to reveal all of their sources of funding	Think tanks do not need to know where their funding is from.	Think tanks do need to know where their funding is from.
0	0	0	Force think tanks to reveal all of their sources of funding	It is not neccesary for think tanks to know who funds them.	It is neccesary for think tanks to know who funds them.
0	0	0	Force think tanks to reveal all of their sources of funding	Think tanks should be assessed by the value of their ideas, not by who funds them	Think tanks should be assessed by the value of their ideas, by who funds them
1	0	0	Fines should be made relative to income	Creates the perception that the rich are not immune to the consequences of their actions	Creates the perception that the rich are immune to the consequences of their actions
0	0	0	Fines should be made relative to income	Fines should be according to crime, not income.	Fines should be according to crime, income.
0	0	0	The United States is a ‘benign’ hegemon	The US is not a hegemon at all, but an imperialist power-an empire. 	The US is a hegemon at all, but an imperialist power-an empire.
0	0	0	The United States is a ‘benign’ hegemon	In reality, the United States is an empire, not a hegemon.	In reality, the United States is an empire, a hegemon.
0	0	0	The full financial history of all candidates for political office must be posted online	The focus of elections should be on policy, not personal issues like financial records	The focus of elections should be on policy, personal issues like financial records
0	0	0	The full financial history of all candidates for political office must be posted online	Financial records are personal, not political, issues.	Financial records are personal, political, issues.
0	0	0	The full financial history of all candidates for political office must be posted online	Political candidates should focus on policy and not be subjected to scrutinization of their financial records.	Political candidates should focus on policy and be subjected to scrutinization of their financial records.
1	0	0	Pre-nuptial agreements should not be recognised in divorce courts	The State imposed system is not objectively right for everybody	The State imposed system is objectively right for everybody
1	0	0	Pre-nuptial agreements should not be recognised in divorce courts	Prenuptial agreements should not be recognized in divorce courts	Prenuptial agreements should be recognized in divorce courts
1	0	0	Pre-nuptial agreements should not be recognised in divorce courts	Prenuptial agreements are either too lovely or not as lovely as they appear	Prenuptial agreements are either too lovely or as lovely as they appear
0	0	0	Violent Video Games Contribute to Youth Violence	Playing violent video games does not cause kids to commit mass shootings.	Playing violent video games does cause kids to commit mass shootings.
0	0	0	Smoking should be banned in public places	Smoking is a personal choice, and should not be restricted.	Smoking is a personal choice, and should be restricted.
0	0	0	Smoking should be banned in public places	No - it should not be banned in places people CHOOSE to go  	No - it should be banned in places people CHOOSE to go  
0	0	0	Smoking should be banned in public places	Since people are choosing whether to go to places, smoking shouldn't be banned there,	Since people are choosing whether to go to places, smoking should be banned there,
0	0	0	Smoking should be banned in public places	Smoking shouldn't be banned in places where people choose to be.	Smoking should be banned in places where people choose to be.
0	0	0	Smoking should be banned in public places	Banning smoking isn't necessary.	Banning smoking is necessary.
0	0	0	Smoking should be banned in public places	smoking don't necessarily have to be banned	smoking do necessarily have to be banned
0	0	0	Smoking should be banned in public places	It isn't necessary to ban smoking.	It is necessary to ban smoking.
0	0	0	Smoking should be banned in public places	It's not necessary to ban smoking.	It's necessary to ban smoking.
0	0	0	Smoking should be banned in public places	Banning smoking is not something that's necessary.	Banning smoking is something that's necessary.
0	0	0	Smoking should be banned in public places	Banning smoking in public places is not right.	Banning smoking in public places is right.
0	0	0	Smoking should be banned in public places	It is not right to ban smoking.	It is right to ban smoking.
0	0	0	We should abolish speed cameras	Caught on film you can't deny responsibility for your actions.	Caught on film can deny responsibility for your actions.
